
0.000022,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-0.000006,-0.000002
0.000000,0.000000
0.000000,-0.000001
0.000000,0.000000
0.000000,-0.000001
0.000000,0.000001
0.000000,0.000000
0.000000,0.000000
-0.000048,0.000032
0.000000,0.000000
0.000000,0.000000
0.000000,0.000001
0.000000,0.000000
0.000000,0.000000
0.000000,-0.000001
0.000000,0.000000
0.000000,2754612698170052941133163729272269956246694533986725084291617511618029840766563715188293625733149569937146535364652692165390716838785928526598565974624853820780749236092696037551446032863358636991749259478823542745500094019263047974155993320925206912470760531047996488417280.000000
0.000000,0.000001
0.000000,0.000000
0.000000,0.000000
50703143434546710827043931893821910883580088410663836471014339208696308332928016061823193058832291949761576282630695080507968772434167478835758842025561147922924969267864444499934478288088344878284959068432851459807371992500963303852343296.000000,0.000000
0.000000,0.000001
0.000000,0.000000
0.000000,9010572224609942083042498825671043352830469250158299162040229320492427741262536402694211436136270272243068646775411517762502159530759788160362144180809617085521604757159785202318297624398064586839275584415024550896300195840.000000
-9561072704922288604853217326880081892344713954603991283030636161980202650566689664797641511814369408695665887235969292453670468846208760127304556373020493582475311439460555753866217161474661953830912.000000,0.000000
0.000001,0.000000
0.000000,0.000000
0.000000,2754612698170052941133163729272269956246694533986725084291617511618029840766563715188293625733149569937146535364652692165390716838785928526598565974624853820780749236092696037551446032863358636991749259478823542745500094019263047974155993320925206912470760531047996488417280.000000
0.000000,-0.000004
0.000000,0.000000
0.000000,0.000000
0.000000,-48098754606560804864.000000
-0.000000,0.000000
0.000000,0.000000
0.000000,-0.000001
0.000000,0.000000
0.000000,-0.000005
0.000000,-93400493312564369668141597343040897296563899880698745767293472870708019200.000000
0.000000,0.000000
484278216093388674804589630334877130265984590140372338225698836857681152646849393376482175395748148268580139865732555195850690961901722490709591686356082746948695275283152896.000000,1721813725472381538404523515022851009149999983861569184712807314009531457375540562198086072719102509457423037184730286737771488136664799331959484602047085624343273099674020893171908608.000000
-0.000000,6062162624535289865252413545926598068145040104720444458366005532392575943864866135064347699295141060534163424106350122148584021594690719456166424468258816.000000
0.000000,-0.000000
0.000000,-0.000000
0.000000,0.000001
0.000002,-0.000000
0.000000,0.000000
0.000000,24269365009890920836721255715039848164858194290805732503555336908920832724721141165582302066893108172077239987868012636111325752914443336165200599130381902247602933449568308004253871198586436906915866963297457146994926348880107035164672.000000
281464040871463479416928430281852221222467005940442379045931397316843101921866320465450221976025786900725431680798790280024202722097336199472786429235875718459008844495937295969550598088719815495926506296855146830342517655365148724778412938206581511154607063040.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,-0.000000
0.000000,-0.000001
0.000000,0.000001
0.000001,-0.000000
0.000000,0.000000
0.000000,-0.000000
-0.000000,0.005741
-47094522634601046028663193104022514056009430235022655806979465005446843364938304676283342463483010369733297530529230052222495585429275008316710346389125914424736229292882172457806282184720384.000000,0.000000
-23786777671150281369141790232296080334303133159386937644952459733535310626866081929156592972664242558666677788822263982004785709787289725561733120.000000,-0.000000
99297923577262123511018781321365199778083183248148700592781439841767261437544782991938613826131747779520146886471532465918965776947056027619388554795747420702075953204351677434611444221548534090823742917571556042922536552219611839360779782481729230194343936.000000,0.000000
-82688450634632699734105713267008243421333993553033542552549986868285552839639555601036100480830515834274639914557523429314791473152.000000,0.000000
0.000000,0.000000
0.000000,-0.000002
-0.000003,0.000006
0.000000,0.000000
0.000000,0.000000
0.000000,-0.000000
